Issue name,Severity,Path,Domain,Project,Branch,Status,Deep link,Related to
" Uninitialized pointer field"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/filt_ave.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/1aabc9a68fee5ba02852d806c27acbda66b87e37eda69c61ccef4a5db866badd"," No Related Standards"
" Uninitialized scalar variable"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/1b355284116c6947d8c4fd27d9ffd2440d5c9f6541b6786b7a4fad4bed4e7ab2"," No Related Standards"
" Uninitialized pointer field"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/dead-reckoning.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/1d0a4429d3b4ac07aaee02de9638fcf020dfadf4be09e907217a3559d7ca71e9"," No Related Standards"
" Double free"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/main.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/262f8bb2cf121b1319313b52fa46935e17e10a34ea25ec3e7f412c4ca8c80327"," 2020 CWE On the Cusp, 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Uninitialized pointer field"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/multi_index/detail/ord_index_impl.hpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/282fca6bcb987edb52312a6e2f58a3f5efba2632817d41364804b772bb6b2af8"," No Related Standards"
" Data race condition"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/dead-reckoning.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/28d7872908b6632943e891005512a7405b6d18457e78d901279594d29eeae0e2"," 2020 CWE On the Cusp"
" Resource leak"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/28d9c6de932e1ca65f5fb315208c02d874e0a6f88b290ba7ceddc461fe32a832"," No Related Standards"
" Data race condition"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/dead-reckoning.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/29c730b32a77240ba9a2e2c4d120752e7ea3dc9ef548f869350dcdfc1be8150e"," 2020 CWE On the Cusp"
" Resource leak"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/2a7ca8a85d978fec9fd24fc8ca7f9ea3d8d1ad7b79485481044070e234dec8e9"," No Related Standards"
" Resource leak"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/34cdacb48265d09a2a95f2ccccc6796f6e548497095e89cf52bcb6c6d8749a36"," No Related Standards"
" Unchecked return value from library"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/asio/detail/impl/epoll_reactor.ipp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/377cae8559531eba3551b64055b3ef5c29a7fba5aa15abc20dc195f14f6ce5ae"," 2021 OWASP Top 10, PCI DSS 2018"
" Unchecked return value from library"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/asio/detail/impl/signal_set_service.ipp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/3c16d1e95625609c194dc37bcc4787f52c083616750eec778ba5e33c781e981d"," 2021 OWASP Top 10, PCI DSS 2018"
" Dereference before null check"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/3c490a1d236c210a0398a3aa805abbc9729086d30a84d8849a2ceb155ae418f9"," PCI DSS 2018, 2021 CWE Top 25"
" Untrusted loop bound"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/3d32693216fb93ccc69629e0c0015c9bbb9a5fd4ba369a7608395e0ddab23c27"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Untrusted pointer write"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/3f093fb83891faef431efe711c07efa0a01a7c128eb016fa7e45815247cf707e"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Untrusted loop bound"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/436e17cb16d7688116cfa09a0883a7d5f3ade9de3bc297336eb1bcc91d71163c"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Uninitialized pointer field"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/c++/10.3.0/bits/std_function.h"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/445dcbd6d04a13f119b999f76d7f591369e6044868598da6c783e5d516620ebf"," No Related Standards"
" Uncaught exception"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/dead-reckoning.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/47ea3be8f8721161209962c2384b7b9b61ada4246f4ceaa70bf7c91f0ff94c86"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Dereference before null check"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/48bf39fb54aea862a74423fa8e02658c691ac437cb92436011c2da36c2493e65"," PCI DSS 2018, 2021 CWE Top 25"
" Resource leak"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/562df733f82069cd1b822d7bf879e438ee57ba31dbe5077605fb6d63bc28af3c"," No Related Standards"
" Resource leak"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/5b110701c06dc4c1a40eb8f8cf0411405493c78b657c12a9ca322d948f13e5d9"," No Related Standards"
" Data race condition"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/dead-reckoning.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/606a42d21d629ac95983dc48f01ed02bbc884759e51cb79b1dc9b5e5777fe75e"," 2020 CWE On the Cusp"
" Uncaught exception"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/dead-reckoning.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/611335f5acd0f5819605cff38acd283b88a2902eb7a4380dc788d61802f73a80"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Data race condition"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/c++/10.3.0/bits/unique_lock.h"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/61407fd265b6651e730313b6e46b49e8c89f1fc454765c08562723f14931295f"," 2020 CWE On the Cusp"
" Uninitialized scalar variable"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/polaris-imu.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/69a60d07aef5f15617c138bb306fcd3d102a2defd9bd2a558b17a4bd0cfac74d"," No Related Standards"
" Arguments in wrong order"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/qvm/detail/transp_impl.hpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/6be00bfc7688e4c91a2b5c88ef9798555966e378fa63f9c6da4c4a025d0f734e"," No Related Standards"
" Unchecked return value from library"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/asio/detail/impl/epoll_reactor.ipp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/6f6e8a4f6faa32fbe93da4867198963984c630b5a1465b1eae3064494604561e"," 2021 OWASP Top 10, PCI DSS 2018"
" Dereference before null check"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/7210f094d228fe46aabf99d50b62bc921aa679343a33617470cbc86e12f381eb"," PCI DSS 2018, 2021 CWE Top 25"
" Destination buffer too small"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/779da14b833d50c7853da1e1d29b65ba1833b955349d92d09c54c4f08823719f"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Data race condition"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/dead-reckoning.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/7dff4ebbd4e50d322691e696b978964e2f5e271bce9139a9eaafc85d43b3f3a4"," 2020 CWE On the Cusp"
" Resource leak"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/81848876d5cab4e5e14544ecbd5228476b89b46246085a64f3d444a1a951bb57"," No Related Standards"
" Resource leak"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/84e5122cf1f1824e2f427bb56ca2c86a7413ddaf4825f8f937229caa206a9c29"," No Related Standards"
" Uninitialized scalar field"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/polaris-gps.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/85c042952737bdb2741ced3696446cda621e110289278e3e2b409913be61a10b"," No Related Standards"
" Uncaught exception"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/polaris-imu.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/86b2b46489451863726c876b919b3a95bed5473207cf09b9d30e3ef7f72eac75"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Uninitialized scalar variable"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/86b8e3669cedefec68378d466eeed6cb998637d8da4f2f9cb4a1ef1e4d90b2c9"," No Related Standards"
" Uncaught exception"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/main.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/881b6d7ec4057f89a9044ebee8c719bf60afb2c0cea767a3cb0275cfe90284f0"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Dereference null return value"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/asio/detail/impl/scheduler.ipp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/89840ff19d033e1a98994c9278566e08141daefb37db3df508b942dd08fe05a3"," PCI DSS 2018, 2021 CWE Top 25"
" Uninitialized scalar variable"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/property_tree/stream_translator.hpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/8b665a8b6d91a5968b62b68f2215b0d54853cea890bbdf6b68720e817acbe469"," No Related Standards"
" Data race condition"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/dead-reckoning.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/8bbf92feeb1a9afded68c0468b29d2e80d1a8bff458a73ec7f310d7a29ca2afe"," 2020 CWE On the Cusp"
" Dereference before null check"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/wmm/GeomagnetismLibrary.c"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/9722b35e6503519d0dad3fa39e90512f82be8c8db5392074e672e3b4879b0bd1"," PCI DSS 2018, 2021 CWE Top 25"
" Dereference before null check"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/polaris-imu.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/a513185e6aefdca23ee9916bafae3fa3d1d76b5b060aa86dc85b60cf2b7e647a"," PCI DSS 2018, 2021 CWE Top 25"
" Uninitialized scalar variable"," high"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/recipe-sysroot/usr/include/boost/signals2/detail/signal_template.hpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/a6e8900df12acda3785c630260d4e556e642e6315a0f8a9864c8a0a915fe8638"," No Related Standards"
" Uncaught exception"," medium"," work/2022-04-01T07.37.00Z-polaris-9210-venus-7/kodiak/build-polaris-9210/tmp/work/cortexa9t2hf-neon-poky-linux-gnueabi/polaris-imu/1.0-r0/git/src/dead-reckoning.cpp"," Static Analysis (SAST)"," polaris-imu"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/a827cc93-8fcc-4aa2-935b-307185161986/branches/a3530bcd-f521-4cdd-82ca-0e57b352ea89/revisions/2c245024-4b8c-494d-9d1a-edce31408092/issues/ac9afa7fba49dd61f7078a009f7841efdc5435475bb7b2506b1c531614e7c3b2"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
